Time,Source,Destination,Protocol,Length
1775493346.473137,20.189.173.25,192.168.31.42,6,153
1775493346.4741356,20.189.173.25,192.168.31.42,6,153
1775493346.499925,192.168.31.42,20.189.173.25,6,54
1775493346.6894796,20.207.73.82,192.168.31.42,6,1316
1775493346.6894796,20.207.73.82,192.168.31.42,6,1316
1775493346.7093022,192.168.31.42,20.207.73.82,6,54
1775493346.7142951,20.207.73.82,192.168.31.42,6,1316
1775493346.7259986,20.207.73.82,192.168.31.42,6,1316
1775493346.6894796,20.207.73.82,192.168.31.42,6,1316
1775493346.734,20.207.73.82,192.168.31.42,6,1316
1775493346.7431872,20.207.73.82,192.168.31.42,6,1316
1775493346.7471905,20.207.73.82,192.168.31.42,6,1316
1775493346.7534304,192.168.31.42,20.207.73.82,6,54
1775493346.76418,20.207.73.82,192.168.31.42,6,1316
1775493346.769883,20.207.73.82,192.168.31.42,6,1316
1775493346.7658281,20.207.73.82,192.168.31.42,6,890
1775493346.7771313,20.207.73.82,192.168.31.42,6,1316
1775493346.8155375,20.207.73.82,192.168.31.42,6,1316
1775493346.8236122,20.207.73.82,192.168.31.42,6,890
1775493346.8286111,192.168.31.42,20.207.73.82,6,54
1775493346.8336117,192.168.31.42,185.199.111.154,6,131
1775493346.832615,192.168.31.42,20.207.73.82,6,54
1775493346.8374968,192.168.31.42,185.199.111.154,6,93
1775493346.8374968,192.168.31.42,185.199.111.154,6,131
1775493346.8374968,192.168.31.42,185.199.111.154,6,130
1775493346.8374968,192.168.31.42,185.199.111.154,6,93
1775493346.8523197,192.168.31.42,185.199.111.154,6,130
1775493346.8754826,192.168.31.42,185.199.111.154,6,131
1775493346.8911047,192.168.31.42,185.199.111.154,6,131
1775493346.9067347,192.168.31.42,185.199.111.154,6,131
1775493346.9067347,192.168.31.42,185.199.111.154,6,130
1775493346.9223616,192.168.31.42,185.199.111.154,6,130
1775493346.9223616,192.168.31.42,185.199.111.154,6,130
1775493346.9223616,192.168.31.42,185.199.111.154,6,131
1775493346.9405253,192.168.31.42,185.199.111.154,6,131
1775493346.9405253,192.168.31.42,185.199.111.154,6,130
1775493346.9561713,192.168.31.42,185.199.111.154,6,130
1775493346.9561713,192.168.31.42,185.199.111.154,6,130
1775493346.9561713,192.168.31.42,185.199.111.154,6,131
1775493346.9561713,192.168.31.42,185.199.111.154,6,130
1775493346.9717972,192.168.31.42,185.199.111.154,6,130
1775493346.9717972,192.168.31.42,185.199.111.154,6,130
1775493346.9717972,192.168.31.42,185.199.111.154,6,131
1775493346.9717972,192.168.31.42,185.199.111.154,6,131
1775493346.9717972,192.168.31.42,185.199.111.154,6,130
1775493346.9717972,192.168.31.42,185.199.111.154,6,130
1775493346.9717972,192.168.31.42,185.199.111.154,6,130
1775493346.9717972,192.168.31.42,185.199.111.154,6,130
1775493346.9909322,192.168.31.42,185.199.111.154,6,130
1775493347.0505137,192.168.31.42,185.199.111.154,6,131
1775493347.0556767,192.168.31.42,185.199.111.154,6,131
1775493347.0485125,192.168.31.42,185.199.111.154,6,131
1775493347.0626764,192.168.31.42,185.199.111.154,6,137
1775493347.065675,192.168.31.42,185.199.111.154,6,130
1775493347.0666745,192.168.31.42,185.199.111.154,6,131
1775493347.0720239,192.168.31.42,185.199.111.154,6,130
1775493347.0720239,192.168.31.42,185.199.111.154,6,131
1775493347.079838,192.168.31.42,185.199.111.154,6,130
1775493347.0760226,192.168.31.42,185.199.111.154,6,136
1775493347.0878577,192.168.31.42,185.199.111.154,6,130
1775493347.0911283,192.168.31.42,185.199.111.154,6,130
1775493347.093128,192.168.31.42,185.199.111.154,6,130
1775493347.1018827,192.168.31.42,185.199.111.154,6,131
1775493347.1072972,192.168.31.42,185.199.111.154,6,131
1775493347.1072972,192.168.31.42,185.199.111.154,6,131
1775493347.1118846,192.168.31.42,185.199.111.154,6,137
1775493347.1118846,192.168.31.42,185.199.111.154,6,137
1775493347.1168818,192.168.31.42,185.199.111.154,6,131
1775493347.117888,192.168.31.42,185.199.111.154,6,131
1775493347.1210163,192.168.31.42,185.199.111.154,6,131
1775493347.1220214,192.168.31.42,185.199.111.154,6,130
1775493347.1258714,192.168.31.42,185.199.111.154,6,131
1775493347.1268742,192.168.31.42,185.199.111.154,6,136
1775493347.1328733,192.168.31.42,185.199.111.154,6,130
1775493347.1348739,192.168.31.42,185.199.111.154,6,130
1775493347.1386507,192.168.31.42,185.199.111.154,6,130
1775493347.144526,192.168.31.42,185.199.111.154,6,137
1775493347.1426744,192.168.31.42,185.199.111.154,6,131
1775493347.1565292,192.168.31.42,185.199.111.154,6,131
1775493347.1615264,192.168.31.42,185.199.111.154,6,131
1775493347.1595266,192.168.31.42,185.199.111.154,6,131
1775493347.1675324,192.168.31.42,185.199.111.154,6,131
1775493347.1745274,192.168.31.42,185.199.111.154,6,137
1775493347.1805243,192.168.31.42,185.199.111.154,6,131
1775493347.1845253,192.168.31.42,185.199.111.154,6,137
1775493347.1855264,192.168.31.42,185.199.111.154,6,131
1775493347.1908333,192.168.31.42,185.199.111.154,6,131
1775493347.1958303,192.168.31.42,185.199.111.154,6,130
1775493347.1998298,185.199.111.154,192.168.31.42,6,66
1775493347.205731,185.199.111.154,192.168.31.42,6,54
1775493347.2117276,185.199.111.154,192.168.31.42,6,54
1775493347.2162156,185.199.111.154,192.168.31.42,6,54
1775493347.1938326,192.168.31.42,185.199.111.154,6,131
1775493347.2318337,192.168.31.42,185.199.111.154,6,130
1775493347.2368033,192.168.31.42,185.199.111.154,6,130
1775493347.2390022,185.199.111.154,192.168.31.42,6,54
1775493347.245802,185.199.111.154,192.168.31.42,6,54
1775493347.245802,192.168.31.42,185.199.111.154,6,137
1775493347.250803,192.168.31.42,185.199.111.154,6,131
1775493347.252825,192.168.31.42,185.199.111.154,6,131
1775493347.2553058,192.168.31.42,185.199.111.154,6,137
1775493347.2593043,192.168.31.42,185.199.111.154,6,131
1775493347.258306,192.168.31.42,185.199.111.154,6,131
1775493347.2642784,192.168.31.42,185.199.111.154,6,131
1775493347.2653515,192.168.31.42,185.199.111.154,6,131
1775493347.3263562,192.168.31.42,185.199.111.154,6,130
1775493347.3327491,192.168.31.42,185.199.111.154,6,137
1775493347.3376253,192.168.31.42,185.199.111.154,6,131
1775493347.3418596,192.168.31.42,185.199.111.154,6,130
1775493347.3458579,185.199.111.154,192.168.31.42,6,66
1775493347.3498592,185.199.111.154,192.168.31.42,6,54
1775493347.2688353,185.199.111.154,192.168.31.42,6,54
1775493347.3542364,185.199.111.154,192.168.31.42,6,54
1775493347.3967767,185.199.111.154,192.168.31.42,6,54
1775493347.4007833,185.199.111.154,192.168.31.42,6,54
1775493347.4007833,185.199.111.154,192.168.31.42,6,54
1775493347.4067993,185.199.111.154,192.168.31.42,6,54
1775493347.4067993,185.199.111.154,192.168.31.42,6,54
1775493347.410801,185.199.111.154,192.168.31.42,6,54
1775493347.411799,185.199.111.154,192.168.31.42,6,54
1775493347.4148014,185.199.111.154,192.168.31.42,6,54
1775493347.4168005,192.168.31.42,185.199.111.154,6,131
1775493347.4188023,185.199.111.154,192.168.31.42,6,54
1775493347.422338,192.168.31.42,185.199.111.154,6,137
1775493347.4243338,185.199.111.154,192.168.31.42,6,54
1775493347.4273386,192.168.31.42,185.199.111.154,6,131
1775493347.5208888,192.168.31.42,185.199.111.154,6,131
1775493347.5187979,185.199.111.154,192.168.31.42,6,54
1775493347.5258696,185.199.111.154,192.168.31.42,6,54
1775493347.5308673,185.199.111.154,192.168.31.42,6,54
1775493347.5308673,185.199.111.154,192.168.31.42,6,54
1775493347.535846,185.199.111.154,192.168.31.42,6,54
1775493347.535846,185.199.111.154,192.168.31.42,6,54
1775493347.539926,185.199.111.154,192.168.31.42,6,54
1775493347.5419297,185.199.111.154,192.168.31.42,6,54
1775493347.5449266,185.199.111.154,192.168.31.42,6,54
1775493347.546926,185.199.111.154,192.168.31.42,6,54
1775493347.5498483,185.199.111.154,192.168.31.42,6,54
1775493347.5518475,185.199.111.154,192.168.31.42,6,54
1775493347.553849,185.199.111.154,192.168.31.42,6,54
1775493347.5568075,185.199.111.154,192.168.31.42,6,54
1775493347.6444767,185.199.111.154,192.168.31.42,6,54
1775493347.6484785,185.199.111.154,192.168.31.42,6,54
1775493347.6528044,185.199.111.154,192.168.31.42,6,54
1775493347.6581879,185.199.111.154,192.168.31.42,6,54
1775493347.6627648,185.199.111.154,192.168.31.42,6,54
1775493347.6667643,185.199.111.154,192.168.31.42,6,54
1775493347.6708403,185.199.111.154,192.168.31.42,6,54
1775493347.6748457,192.168.31.42,185.199.111.154,6,137
1775493347.6798964,192.168.31.42,185.199.111.154,6,131
1775493347.6838968,192.168.31.42,185.199.111.154,6,131
1775493347.6885214,185.199.111.154,192.168.31.42,6,54
1775493347.6928604,185.199.111.154,192.168.31.42,6,93
1775493347.6718454,185.199.111.154,192.168.31.42,6,54
1775493347.6968634,185.199.111.154,192.168.31.42,6,1316
1775493347.8454616,185.199.111.154,192.168.31.42,6,54
1775493347.8504617,185.199.111.154,192.168.31.42,6,1316
1775493347.861871,192.168.31.42,185.199.111.154,6,54
1775493347.8668723,192.168.31.42,185.199.111.154,6,137
1775493347.8740456,192.168.31.42,185.199.111.154,6,130
1775493347.878926,185.199.111.154,192.168.31.42,6,1316
1775493347.8839269,185.199.111.154,192.168.31.42,6,1316
1775493347.8730454,192.168.31.42,185.199.111.154,6,137
1775493347.914492,192.168.31.42,185.199.111.154,6,131
1775493348.007234,185.199.111.154,192.168.31.42,6,1316
1775493348.0720387,185.199.111.154,192.168.31.42,6,1316
1775493348.0710387,192.168.31.42,185.199.111.154,6,131
1775493348.0770364,192.168.31.42,185.199.111.154,6,54
1775493348.0810356,185.199.111.154,192.168.31.42,6,1316
1775493348.088821,185.199.111.154,192.168.31.42,6,1316
1775493348.0890243,192.168.31.42,185.199.111.154,6,54
1775493348.0810356,185.199.111.154,192.168.31.42,6,54
1775493348.0890243,192.168.31.42,185.199.111.154,6,137
1775493348.1169622,185.199.111.154,192.168.31.42,6,93
1775493348.1179621,192.168.31.42,185.199.111.154,6,130
1775493348.1239603,185.199.111.154,192.168.31.42,6,1316
1775493348.1249623,185.199.111.154,192.168.31.42,6,1316
1775493348.1299636,185.199.111.154,192.168.31.42,6,1316
1775493348.1299636,185.199.111.154,192.168.31.42,6,1316
1775493348.134963,192.168.31.42,185.199.111.154,6,54
1775493348.1359684,185.199.111.154,192.168.31.42,6,1316
1775493348.1399639,192.168.31.42,185.199.111.154,6,137
1775493348.1409638,185.199.111.154,192.168.31.42,6,1316
1775493348.1449654,192.168.31.42,185.199.111.154,6,54
1775493348.1449654,192.168.31.42,185.199.111.154,6,130
1775493348.1499653,185.199.111.154,192.168.31.42,6,1316
1775493348.1499653,185.199.111.154,192.168.31.42,6,1316
1775493348.155963,185.199.111.154,192.168.31.42,6,1316
1775493348.155963,185.199.111.154,192.168.31.42,6,1316
1775493348.1599588,185.199.111.154,192.168.31.42,6,1316
1775493348.1649609,185.199.111.154,192.168.31.42,6,1316
1775493348.1689587,185.199.111.154,192.168.31.42,6,1316
1775493348.1689587,192.168.31.42,185.199.111.154,6,54
1775493348.1749613,185.199.111.154,192.168.31.42,6,1316
1775493348.1749613,185.199.111.154,192.168.31.42,6,1316
1775493348.1789622,185.199.111.154,192.168.31.42,6,1316
1775493348.1799626,185.199.111.154,192.168.31.42,6,1316
1775493348.1829631,185.199.111.154,192.168.31.42,6,1316
1775493348.183963,192.168.31.42,185.199.111.154,6,54
1775493348.1889634,185.199.111.154,192.168.31.42,6,1316
1775493348.192963,185.199.111.154,192.168.31.42,6,1316
1775493348.192963,192.168.31.42,185.199.111.154,6,130
1775493348.1979625,185.199.111.154,192.168.31.42,6,1316
1775493348.1979625,185.199.111.154,192.168.31.42,6,1316
1775493348.2029614,185.199.111.154,192.168.31.42,6,1316
1775493348.2019618,185.199.111.154,192.168.31.42,6,1316
1775493348.207964,185.199.111.154,192.168.31.42,6,1316
1775493348.2099643,185.199.111.154,192.168.31.42,6,1316
1775493348.2119634,192.168.31.42,185.199.111.154,6,54
1775493348.2149642,185.199.111.154,192.168.31.42,6,1316
1775493348.2169604,185.199.111.154,192.168.31.42,6,1316
1775493348.2259605,185.199.111.154,192.168.31.42,6,1316
1775493348.222963,192.168.31.42,185.199.111.154,6,54
1775493348.2309608,192.168.31.42,185.199.111.154,6,54
1775493348.2359598,185.199.111.154,192.168.31.42,6,1316
1775493348.2359598,185.199.111.154,192.168.31.42,6,1316
1775493348.2409587,192.168.31.42,185.199.111.154,6,54
1775493348.2419608,185.199.111.154,192.168.31.42,6,1316
1775493348.2459612,185.199.111.154,192.168.31.42,6,1316
1775493348.2469614,185.199.111.154,192.168.31.42,6,1316
1775493348.2509634,185.199.111.154,192.168.31.42,6,1316
1775493348.2509634,185.199.111.154,192.168.31.42,6,1316
1775493348.2579658,185.199.111.154,192.168.31.42,6,1316
1775493348.2559626,185.199.111.154,192.168.31.42,6,1316
1775493348.2659636,185.199.111.154,192.168.31.42,6,1316
1775493348.2709665,185.199.111.154,192.168.31.42,6,1316
1775493348.2729657,185.199.111.154,192.168.31.42,6,1316
1775493348.2759643,185.199.111.154,192.168.31.42,6,1316
1775493348.2789617,185.199.111.154,192.168.31.42,6,1316
1775493348.2809637,185.199.111.154,192.168.31.42,6,1316
1775493348.2849624,185.199.111.154,192.168.31.42,6,1316
1775493348.2899625,185.199.111.154,192.168.31.42,6,1316
1775493348.2899625,185.199.111.154,192.168.31.42,6,1316
1775493348.294964,185.199.111.154,192.168.31.42,6,1316
1775493348.3019643,185.199.111.154,192.168.31.42,6,1316
1775493348.302964,185.199.111.154,192.168.31.42,6,1316
1775493348.3069646,185.199.111.154,192.168.31.42,6,1316
1775493348.3089635,185.199.111.154,192.168.31.42,6,1316
1775493348.3119662,192.168.31.42,185.199.111.154,6,54
1775493348.3139653,185.199.111.154,192.168.31.42,6,1316
1775493348.3169646,185.199.111.154,192.168.31.42,6,1316
1775493348.3189638,185.199.111.154,192.168.31.42,6,1316
1775493348.3259633,185.199.111.154,192.168.31.42,6,1316
1775493348.3309634,185.199.111.154,192.168.31.42,6,1316
1775493348.3349636,185.199.111.154,192.168.31.42,6,1316
1775493348.3349636,185.199.111.154,192.168.31.42,6,1316
1775493348.340963,192.168.31.42,185.199.111.154,6,54
1775493348.3419666,185.199.111.154,192.168.31.42,6,1316
1775493348.3459637,192.168.31.42,185.199.111.154,6,54
1775493348.3459637,185.199.111.154,192.168.31.42,6,1316
1775493348.3509626,185.199.111.154,192.168.31.42,6,1316
1775493348.3569634,185.199.111.154,192.168.31.42,6,1316
1775493348.3569634,185.199.111.154,192.168.31.42,6,1316
1775493348.361963,185.199.111.154,192.168.31.42,6,1316
1775493348.366967,185.199.111.154,192.168.31.42,6,1316
1775493348.366967,185.199.111.154,192.168.31.42,6,1316
1775493348.372962,185.199.111.154,192.168.31.42,6,1316
1775493348.3739657,185.199.111.154,192.168.31.42,6,1316
1775493348.3779633,185.199.111.154,192.168.31.42,6,1316
1775493348.379961,185.199.111.154,192.168.31.42,6,1316
1775493348.3829627,185.199.111.154,192.168.31.42,6,1316
1775493348.3849623,185.199.111.154,192.168.31.42,6,1316
1775493348.3889625,185.199.111.154,192.168.31.42,6,1316
1775493348.3909614,185.199.111.154,192.168.31.42,6,1316
1775493348.3939621,185.199.111.154,192.168.31.42,6,1316
1775493348.3959615,185.199.111.154,192.168.31.42,6,1316
1775493348.3989627,185.199.111.154,192.168.31.42,6,1316
1775493348.4009635,185.199.111.154,192.168.31.42,6,1316
1775493348.405963,185.199.111.154,192.168.31.42,6,1316
1775493348.4069624,185.199.111.154,192.168.31.42,6,1316
1775493348.4109643,185.199.111.154,192.168.31.42,6,1316
1775493348.4109643,185.199.111.154,192.168.31.42,6,1316
1775493348.4149613,185.199.111.154,192.168.31.42,6,1316
1775493348.4149613,185.199.111.154,192.168.31.42,6,1316
1775493348.4199653,185.199.111.154,192.168.31.42,6,1316
1775493348.4199653,185.199.111.154,192.168.31.42,6,1316
1775493348.4249642,192.168.31.42,185.199.111.154,6,54
1775493348.4239635,185.199.111.154,192.168.31.42,6,1316
1775493348.4279625,185.199.111.154,192.168.31.42,6,1316
1775493348.4329634,192.168.31.42,185.199.111.154,6,89

1775493348.4379625,185.199.111.154,192.168.31.42,6,1316
1775493348.4379625,185.199.111.154,192.168.31.42,6,1316
1775493348.4429636,185.199.111.154,192.168.31.42,6,1316
1775493348.4429636,185.199.111.154,192.168.31.42,6,1316
1775493348.4469633,185.199.111.154,192.168.31.42,6,1316
1775493348.4469633,192.168.31.42,185.199.111.154,6,54
1775493348.4509635,185.199.111.154,192.168.31.42,6,1316
1775493348.4509635,185.199.111.154,192.168.31.42,6,1316
1775493348.4559627,185.199.111.154,192.168.31.42,6,1316
1775493348.4569662,185.199.111.154,192.168.31.42,6,1316
1775493348.459966,185.199.111.154,192.168.31.42,6,1316
1775493348.4609623,185.199.111.154,192.168.31.42,6,1316
1775493348.4639647,185.199.111.154,192.168.31.42,6,1316
1775493348.4659653,185.199.111.154,192.168.31.42,6,1316
1775493348.467961,185.199.111.154,192.168.31.42,6,1316
1775493348.4699667,185.199.111.154,192.168.31.42,6,1316
1775493348.4729624,185.199.111.154,192.168.31.42,6,1316
1775493348.4739637,185.199.111.154,192.168.31.42,6,1316
1775493348.477964,185.199.111.154,192.168.31.42,6,1316
1775493348.4789624,185.199.111.154,192.168.31.42,6,1316
1775493348.481963,185.199.111.154,192.168.31.42,6,1316
1775493348.4839656,185.199.111.154,192.168.31.42,6,1316
1775493348.4889636,185.199.111.154,192.168.31.42,6,1316
1775493348.4889636,185.199.111.154,192.168.31.42,6,1316
1775493348.493962,185.199.111.154,192.168.31.42,6,1316
1775493348.493962,185.199.111.154,192.168.31.42,6,1316
1775493348.4990914,185.199.111.154,192.168.31.42,6,1316
1775493348.503094,185.199.111.154,192.168.31.42,6,1316
1775493348.503094,185.199.111.154,192.168.31.42,6,1316
1775493348.509092,185.199.111.154,192.168.31.42,6,1316
1775493348.5080912,192.168.31.42,185.199.111.154,6,54
1775493348.5120895,185.199.111.154,192.168.31.42,6,1316
1775493348.5130918,185.199.111.154,192.168.31.42,6,1316
1775493348.5160935,185.199.111.154,192.168.31.42,6,1316
1775493348.5170941,185.199.111.154,192.168.31.42,6,1316
1775493348.5210938,192.168.31.42,185.199.111.154,6,54
1775493348.523092,185.199.111.154,192.168.31.42,6,1316
1775493348.5260942,185.199.111.154,192.168.31.42,6,1316
1775493348.525093,185.199.111.154,192.168.31.42,6,1316
1775493348.5300908,185.199.111.154,192.168.31.42,6,1316
1775493348.5300908,185.199.111.154,192.168.31.42,6,1316
1775493348.5330906,185.199.111.154,192.168.31.42,6,1316
1775493348.535094,185.199.111.154,192.168.31.42,6,1316
1775493348.5370948,192.168.31.42,185.199.111.154,6,54
1775493348.5390942,185.199.111.154,192.168.31.42,6,1316
1775493348.5410924,185.199.111.154,192.168.31.42,6,1316
1775493348.5456088,185.199.111.154,192.168.31.42,6,1316
1775493348.5436032,185.199.111.154,192.168.31.42,6,1316
1775493348.5486088,185.199.111.154,192.168.31.42,6,1316
1775493348.5486088,185.199.111.154,192.168.31.42,6,1316
1775493348.5526054,185.199.111.154,192.168.31.42,6,1316
1775493348.5526054,185.199.111.154,192.168.31.42,6,1316
1775493348.5566034,185.199.111.154,192.168.31.42,6,1316
1775493348.557735,185.199.111.154,192.168.31.42,6,1316
1775493348.5607388,185.199.111.154,192.168.31.42,6,1316
1775493348.5617394,185.199.111.154,192.168.31.42,6,1316
1775493348.565742,185.199.111.154,192.168.31.42,6,1316
1775493348.5667408,185.199.111.154,192.168.31.42,6,1316
1775493348.5707402,185.199.111.154,192.168.31.42,6,1316
1775493348.5727406,185.199.111.154,192.168.31.42,6,1316
1775493348.575739,185.199.111.154,192.168.31.42,6,1316
1775493348.5767412,192.168.31.42,185.199.111.154,6,54
1775493348.578738,192.168.31.42,185.199.111.154,6,54
1775493348.5817382,185.199.111.154,192.168.31.42,6,1316
1775493348.5837386,185.199.111.154,192.168.31.42,6,1316
1775493348.5857375,185.199.111.154,192.168.31.42,6,1316
1775493348.5887377,185.199.111.154,192.168.31.42,6,1316
1775493348.5917392,185.199.111.154,192.168.31.42,6,1316
1775493348.5937405,185.199.111.154,192.168.31.42,6,1316
1775493348.5967379,192.168.31.42,185.199.111.154,6,54
1775493348.598739,185.199.111.154,192.168.31.42,6,1316
1775493348.6007392,185.199.111.154,192.168.31.42,6,1316
1775493348.605742,185.199.111.154,192.168.31.42,6,1316

1775493348.6103055,185.199.111.154,192.168.31.42,6,1316
1775493348.6103055,185.199.111.154,192.168.31.42,6,1316
1775493348.6143055,192.168.31.42,185.199.111.154,6,54
1775493348.6143055,192.168.31.42,185.199.111.154,6,54
1775493348.6183078,185.199.111.154,192.168.31.42,6,1316
1775493348.619308,185.199.111.154,192.168.31.42,6,1316
1775493348.6253078,185.199.111.154,192.168.31.42,6,1316
1775493348.6243086,185.199.111.154,192.168.31.42,6,1316
1775493348.6293068,185.199.111.154,192.168.31.42,6,1316
1775493348.6283102,185.199.111.154,192.168.31.42,6,1316
1775493348.633306,185.199.111.154,192.168.31.42,6,1316
1775493348.633306,185.199.111.154,192.168.31.42,6,1316
1775493348.6383076,185.199.111.154,192.168.31.42,6,1316
1775493348.6393058,185.199.111.154,192.168.31.42,6,1316
1775493348.6423087,185.199.111.154,192.168.31.42,6,1316
1775493348.6433086,185.199.111.154,192.168.31.42,6,1316
1775493348.6463072,185.199.111.154,192.168.31.42,6,1316
1775493348.6463072,185.199.111.154,192.168.31.42,6,1316
1775493348.6503096,185.199.111.154,192.168.31.42,6,1316
1775493348.6513088,185.199.111.154,192.168.31.42,6,1316
1775493348.6543071,192.168.31.42,185.199.111.154,6,54
1775493348.657306,185.199.111.154,192.168.31.42,6,1316
1775493348.659309,185.199.111.154,192.168.31.42,6,1316
1775493348.662306,192.168.31.42,185.199.111.154,6,54
1775493348.6653101,185.199.111.154,192.168.31.42,6,1316
1775493348.6673083,185.199.111.154,192.168.31.42,6,1316
1775493348.6703093,185.199.111.154,192.168.31.42,6,1316
1775493348.6723104,185.199.111.154,192.168.31.42,6,1316
1775493348.6743083,192.168.31.42,185.199.111.154,6,54
1775493348.677453,185.199.111.154,192.168.31.42,6,1316
1775493348.6794562,185.199.111.154,192.168.31.42,6,1316
1775493348.6844573,185.199.111.154,192.168.31.42,6,1316
1775493348.685457,185.199.111.154,192.168.31.42,6,1316
1775493348.6894574,185.199.111.154,192.168.31.42,6,1316
1775493348.6904576,192.168.31.42,185.199.111.154,6,54
1775493348.6944551,192.168.31.42,185.199.111.154,6,137
1775493348.6994553,185.199.111.154,192.168.31.42,6,1316
1775493348.6994553,192.168.31.42,185.199.111.154,6,131
1775493348.7034523,185.199.111.154,192.168.31.42,6,1316
1775493348.7054532,192.168.31.42,185.199.111.154,6,131
1775493348.7084553,185.199.111.154,192.168.31.42,6,1316
1775493348.7104516,185.199.111.154,192.168.31.42,6,1316
1775493348.714453,185.199.111.154,192.168.31.42,6,1316
1775493348.7134511,185.199.111.154,192.168.31.42,6,1316
1775493348.7184515,185.199.111.154,192.168.31.42,6,1316
1775493348.7184515,185.199.111.154,192.168.31.42,6,1316
1775493348.7224507,185.199.111.154,192.168.31.42,6,1316
1775493348.7244513,185.199.111.154,192.168.31.42,6,1316
1775493348.7274516,185.199.111.154,192.168.31.42,6,1316
1775493348.7294514,185.199.111.154,192.168.31.42,6,1316
1775493348.731452,185.199.111.154,192.168.31.42,6,1316
1775493348.734452,185.199.111.154,192.168.31.42,6,1316
1775493348.737452,185.199.111.154,192.168.31.42,6,1316
1775493348.739452,185.199.111.154,192.168.31.42,6,1316
1775493348.7424517,185.199.111.154,192.168.31.42,6,1316
1775493348.7434502,192.168.31.42,185.199.111.154,6,54
1775493348.7464507,185.199.111.154,192.168.31.42,6,1316
1775493348.7484531,185.199.111.154,192.168.31.42,6,1316
1775493348.7504597,192.168.31.42,185.199.111.154,6,54
1775493348.7534566,185.199.111.154,192.168.31.42,6,1316
1775493348.7554564,185.199.111.154,192.168.31.42,6,1316
1775493348.7614517,185.199.111.154,192.168.31.42,6,1316
1775493348.7624516,185.199.111.154,192.168.31.42,6,1316
1775493348.7664514,192.168.31.42,185.199.111.154,6,54
1775493348.7678282,185.199.111.154,192.168.31.42,6,1316
1775493348.771832,185.199.111.154,192.168.31.42,6,1316
1775493348.7728283,192.168.31.42,185.199.111.154,6,54
1775493348.77683,185.199.111.154,192.168.31.42,6,1316
1775493348.778834,192.168.31.42,185.199.111.154,6,137
1775493348.7810297,192.168.31.42,185.199.111.154,6,54
1775493348.7830307,192.168.31.42,185.199.111.154,6,131
1775493348.7860303,185.199.111.154,192.168.31.42,6,1316
1775493348.7870297,192.168.31.42,185.199.111.154,6,131
1775493348.7920299,192.168.31.42,185.199.111.154,6,54
1775493348.7920299,185.199.111.154,192.168.31.42,6,1316
1775493348.796583,185.199.111.154,192.168.31.42,6,1316
1775493348.7985833,185.199.111.154,192.168.31.42,6,1316
1775493348.801583,185.199.111.154,192.168.31.42,6,1316
1775493348.803587,185.199.111.154,192.168.31.42,6,1316
1775493348.8065836,185.199.111.154,192.168.31.42,6,1316
1775493348.808584,185.199.111.154,192.168.31.42,6,1316
1775493348.8123755,185.199.111.154,192.168.31.42,6,1316
1775493348.8143773,185.199.111.154,192.168.31.42,6,1316
1775493348.8173783,185.199.111.154,192.168.31.42,6,1316
1775493348.8243773,185.199.111.154,192.168.31.42,6,1316
1775493348.8243773,185.199.111.154,192.168.31.42,6,1316
1775493348.8293815,185.199.111.154,192.168.31.42,6,1316
1775493348.8293815,185.199.111.154,192.168.31.42,6,1316
1775493348.8343773,185.199.111.154,192.168.31.42,6,1316
1775493348.8343773,185.199.111.154,192.168.31.42,6,1316
1775493348.838377,185.199.111.154,192.168.31.42,6,1316
1775493348.8403792,192.168.31.42,185.199.111.154,6,54
1775493348.8443775,185.199.111.154,192.168.31.42,6,1316
1775493348.8443775,192.168.31.42,185.199.111.154,6,54
1775493348.8493748,185.199.111.154,192.168.31.42,6,1316
1775493348.850378,185.199.111.154,192.168.31.42,6,1316
1775493348.8533769,192.168.31.42,185.199.111.154,6,54
1775493348.8553808,185.199.111.154,192.168.31.42,6,1316
1775493348.8583784,185.199.111.154,192.168.31.42,6,1316
1775493348.8593805,185.199.111.154,192.168.31.42,6,1316
1775493348.8623786,185.199.111.154,192.168.31.42,6,1316
1775493348.8633804,185.199.111.154,192.168.31.42,6,54
1775493348.8673768,192.168.31.42,185.199.111.154,6,54
1775493348.8673768,185.199.111.154,192.168.31.42,6,54
1775493348.871109,185.199.111.154,192.168.31.42,6,1316
1775493348.871109,185.199.111.154,192.168.31.42,6,54
1775493348.8756433,192.168.31.42,185.199.111.154,6,54
1775493348.8806415,185.199.111.154,192.168.31.42,6,54
1775493348.8806415,185.199.111.154,192.168.31.42,6,1316
1775493348.88364,185.199.111.154,192.168.31.42,6,54
1775493348.884642,185.199.111.154,192.168.31.42,6,1316
1775493348.888642,185.199.111.154,192.168.31.42,6,54
1775493348.888642,185.199.111.154,192.168.31.42,6,1316
1775493348.8926432,192.168.31.42,185.199.111.154,6,54
1775493348.8936427,185.199.111.154,192.168.31.42,6,1316
1775493348.8966424,185.199.111.154,192.168.31.42,6,54
1775493348.8976429,185.199.111.154,192.168.31.42,6,1316
1775493348.9008422,185.199.111.154,192.168.31.42,6,54
1775493348.9018438,185.199.111.154,192.168.31.42,6,1316
1775493348.9048402,185.199.111.154,192.168.31.42,6,54
1775493348.9068403,185.199.111.154,192.168.31.42,6,1316
1775493348.9084105,185.199.111.154,192.168.31.42,6,54
1775493348.9084105,185.199.111.154,192.168.31.42,6,1316
